firm,date_review,job_title,current,location,overall_rating,work_life_balance,culture_values,diversity_inclusion,career_opp,comp_benefits,senior_mgmt,recommend,ceo_approv,outlook,headline,pros,cons
SSE,2020-11-26, Senior Analyst,"Current Employee, less than 1 year","Glasgow, Scotland, Scotland",5,5.0,4.0,3.0,5.0,3.0,4.0,v,v,v,Good culture,"- colleagues are friendly and willing to help
- good response to covid
- training opportunities",- salary can be misleading in job adverts
SSE,2020-12-13, Electrical Engineer,Current Employee,"Warrington, North West England, England, England",3,3.0,4.0,3.0,3.0,4.0,3.0,v,o,v,sse,Good company with strong safety culture,Profit driven with constant cost cutting at the expense of everything
SSE,2021-03-24, Customer Service Representative,"Former Employee, more than 5 years","Cardiff, Wales, Wales",5,5.0,4.0,5.0,3.0,4.0,3.0,v,v,r,Brilliant company,Flexible work requests and free parking,"Hot desking, cannot use car park 5 days a week"
SSE,2021-04-05, Head of Department,"Current Employee, more than 5 years","Cardiff, Wales, Wales",4,4.0,4.0,4.0,4.0,4.0,4.0,v,v,v,Xxxx,Good training and preparation for onward career,There are no cons here
SSE,2020-10-15, Business Energy Advisor,"Former Employee, more than 8 years","Perth, Scotland, Scotland",3,4.0,3.0,1.0,2.0,3.0,1.0,x,x,x,Average company,"nice colleagues, energy discount, free parking, family friendly","lack of learning opportunity, lack of progress, lack of challenge, poor management"
SSE,2021-03-03, Mechanical Engineer,"Current Employee, more than 3 years","Perth, Scotland, Scotland",4,5.0,3.0,4.0,3.0,4.0,4.0,v,v,v,Good employer,Flexible working. Good work/life balance,Not particularly great for overall development. No real team feel.
SSE,2021-03-09, Customer Advisor,"Former Employee, more than 1 year",Bangalore,4,2.0,5.0,2.0,1.0,4.0,2.0,v,r,v,its okay,"pay well, chilled job in some weeks","repetitive , target based, sales job"
SSE,2020-10-30, Recruitment Consultant,Former Employee,"Cardiff, Wales, Wales",5,1.0,1.0,1.0,1.0,1.0,1.0,x,x,x,Great,Great great great great great,"Lateness , no drive , no commitment"
SSE,2020-10-21, Customer Care Agent,Former Employee,"Southampton, England, England",5,3.0,5.0,5.0,3.0,5.0,3.0,v,v,v,Great company to work for with varied work,"Flexible, interesting, good pay, great atmosphere, friendly","Statistics, work schedule, working Saturdays, working until 8 pm, no training"
SSE,2021-04-14, Contract Manager,"Former Employee, more than 3 years","Glasgow, Scotland, Scotland",4,3.0,2.0,4.0,5.0,3.0,3.0,v,v,v,Excellent Projects - Slow Professional Progress,Some of the best and most interesting construction and engineering projects on the go in the UK.,"Slow professional progress, does your face fit to get promoted?"
SSE,2021-04-27, Customer Service Advisor,"Former Employee, less than 1 year","Belfast, Northern Ireland, Northern Ireland",3,3.0,3.0,4.0,3.0,3.0,3.0,v,r,x,Alright,"Nice office, nice toilets and kitchen","Pay, training, far too much of it, constantly being audited so goal posts change all the time, lack of communication among departments"
SSE,2021-03-23, Administrative Assistant,"Current Employee, more than 8 years","Cardiff, Wales, Wales",1,2.0,1.0,1.0,1.0,1.0,1.0,x,x,x,admin error,no pros worth talking about,a few cons which can be easily fixed
SSE,2021-06-01, Collections Specialist,"Former Employee, more than 3 years","Cardiff, Wales, Wales",4,5.0,3.0,3.0,5.0,5.0,3.0,v,r,v,Friendly,Great friends good benefits nice hours,Lazy managers Old fashioned system
SSE,2021-05-10, Administrative Assistant,"Current Employee, more than 8 years","Cardiff, Wales, Wales",5,5.0,5.0,5.0,5.0,5.0,5.0,v,v,v,Excellent,"Flexible working, Good Pension contributions",Nothing of note to mention
SSE,2021-04-26, Customer Service Representative,"Former Employee, more than 5 years","Cumbernauld, Scotland, Scotland",4,4.0,3.0,4.0,2.0,4.0,3.0,v,v,v,Good pay,"Good wage 
Lots of training",No room for further progression
SSE,2021-01-29, Customer Service Representative,"Former Employee, more than 3 years","Cumbernauld, Scotland, Scotland",3,5.0,1.0,5.0,2.0,2.0,1.0,x,r,x,Decent workplace,"Great pay
Great people
WFH with COVID","Very unprofessional culture, typical call centre 
Progression limited"
SSE,2020-10-26, Senior Marketing Manager,Former Employee,"Glasgow, Scotland, Scotland",3,3.0,3.0,3.0,3.0,3.0,3.0,v,v,v,Good  employer,Agile working is positively embraced,Some managers have been in the business so long they have become entrenched and are reluctant to embrace new ways of working
SSE,2021-05-26, Assistant Manager,Current Employee,"Warrington, North West England, England, England",5,3.0,3.0,3.0,2.0,3.0,3.0,x,x,x,Gjtn,Good job nice facilities as well,Not many lifts inside the building that work
SSE,2021-05-21, Team Leader,"Current Employee, more than 1 year","Jacksonville, FL",3,5.0,5.0,5.0,1.0,3.0,4.0,x,r,r,"A good stepping stone, but little to no opportunity for advancement",Lots of great people and a generally fun and inviting place to work.,"No path for career progression, requiring you to leave and move to a different company for growth. Sometimes unrealistic planning requires overtime from employees to attempt to meet deadlines."
SSE,2021-01-17, Project Manager,Current Employee,"Glasgow, Scotland, Scotland",4,4.0,4.0,4.0,4.0,3.0,4.0,v,v,v,Good to work for,Diversity of business areas. Good benefits.,No real cons to be honest.
SSE,2021-05-23, Other,"Current Employee, more than 5 years","Reading, England, England",3,3.0,2.0,4.0,4.0,4.0,2.0,x,r,r,Bureaucratic Organistaion,Worked with lots of nice people.,Difficult to get things done do to poor outsourcing situation
SSE,2020-10-15, Integration Manager,Former Employee,"Chelmsford, England, England",5,5.0,4.0,4.0,5.0,4.0,4.0,v,r,v,"Caring, plenty of opportunities",Opportunities for hard workers. Care about employees. Hot on safety. Progressive.,As with any large company there can be a lot of red tape to get through to bring about change so that can be frustrating.
SSE,2021-02-14, Customer Service,"Former Employee, less than 1 year","Plymouth, England, England",2,4.0,3.0,3.0,2.0,3.0,2.0,o,o,o,Good,There is flexible working hours,Lack of information about term of contract
SSE,2021-01-19, Project Coordinator,"Former Employee, more than 3 years","Elgin, Scotland, Scotland",5,5.0,5.0,5.0,4.0,4.0,5.0,v,v,v,Good place to work,"good team , good pay good place to work",none that i can think of
SSE,2021-01-08, Customer Service Advisor,Former Employee,"Perth, Scotland, Scotland",1,1.0,1.0,3.0,1.0,3.0,2.0,x,x,x,Awful,"None at all, unless you count free water from coolers.",Awful culture and brutal restrictions on basic freedoms like timed toilet breaks. Complete failures in training and support to new advisors. The worst aspects of sink or swim.
SSE,2021-01-18, Network Planning Engineer,Current Employee,"Reading, England, England",4,4.0,3.0,3.0,4.0,3.0,3.0,v,r,v,Good company,"Stability, sustainability, technical, flexibility, equal employer","Regulated, large company, not taking risks"
SSE,2020-10-01, Sales Associate,"Former Employee, more than 3 years","Perth, Scotland, Scotland",4,4.0,4.0,3.0,5.0,4.0,3.0,v,x,v,Good,Progression and pay scales are good,Management can be like headless chickens
SSE,2021-04-14, Customer Service Representative,"Current Employee, more than 1 year","Havant, England, England",4,3.0,4.0,5.0,2.0,4.0,3.0,o,o,o,Well paid but stressful work,"Good pay, managers always concern of team members well beings especially with mental health",Could be stressful and overwhelmed on busy days
SSE,2021-01-02, Team Manager,"Former Employee, more than 8 years","Cumbernauld, Scotland, Scotland",4,4.0,3.0,4.0,4.0,4.0,2.0,v,r,v,Well paid but you will work hard for it,Well paid and opportunity to learn,Slow to make decisions and no follow through
Sage,2021-03-26, Tech Support,"Former Employee, more than 1 year","Newcastle, England, England",3,3.0,5.0,5.0,4.0,5.0,4.0,v,v,v,Not bad,Nice people and good training,No help with progression within the business
Sage,2020-10-19, Marketing Manager,"Current Employee, more than 5 years","Lawrenceville, GA",3,4.0,4.0,1.0,4.0,4.0,4.0,v,v,r,"good culture, but steering into  Woke politics","PTO, volunteer days, work flexibility","very old tech stack, overly political"
Sage,2020-10-15, Graduate Engineer,"Current Employee, less than 1 year","Newcastle upon Tyne, England, England",5,5.0,5.0,5.0,5.0,5.0,5.0,v,v,v,Excellent company to work for,"-People oriented company
-Growing in the market
-Targets small as well medium sized customer
-Good work ethic and friendly environment 
-Very friendly employees",I cannot think of any
Sage,2020-10-15, Channel Enablement Manager,"Current Employee, more than 10 years",Dubaï,5,4.0,5.0,4.0,5.0,5.0,5.0,v,v,v,Top Employer but the best is yet to come,"Sage is a large employer with a small employer mentality. They have a developed sense of what is right and wrong, show excellent social conscience, are treat staff with respect and trust. Opportunities within the business are first class and careers can be made and built at Sage. We listen more to our customers than ever before and have realised that they know what they want and need.",Still a way to go with the speed of product development even though made huge strides in our drive for Native Cloud and need to remember to not forget the more entrenched customers who are not ready to go native...
Sage,2021-01-15, Partner Relationship Manager,Current Employee,"Reading, England, England",5,5.0,5.0,5.0,5.0,5.0,5.0,v,v,v,Sage are awesome - so employee focussed,"Exciting
Innovative
Nurturing
Employee centric
Fast paced
Great culture
Customer focussed","large organization
Sometimes hard to navigate around different segments
Communications can be difficult
Numerous systems
sometimes siloed"
Sage,2020-11-16, Designer,"Current Employee, more than 5 years","Atlanta, GA",5,5.0,5.0,5.0,4.0,5.0,5.0,v,v,v,Best Company Ever,"Work life balance Plenty of PTO, Volunteering, and Training Days, and Salary",Management changes too much and without advance notice
Sage,2021-02-10, Senior CX,"Current Employee, less than 1 year","Newcastle upon Tyne, England, England",2,4.0,4.0,4.0,2.0,2.0,2.0,x,r,x,Great individuals but very obstructive org and politics!,"The people are great, with a positive ambition to do better for customers and each other","Real lack of ownership and accountability, with extremely confusing structures making it the hardest place I've worked at to actually get things done. Talk is about mid/long term transformation, yet the setup and activity is all about daily/weekly output."
Sage,2020-10-09, Technical Support Apprentice,"Current Employee, less than 1 year","Newcastle upon Tyne, England, England",5,5.0,5.0,5.0,5.0,5.0,5.0,v,v,v,Best company - literally,"Friendly colleagues
Down to earth management
Incredible support
Amazing opportunities",None I can think of..
Sage,2020-10-01, Field Sales Engineer,"Current Employee, more than 1 year","Grantham, NH",5,4.0,5.0,5.0,5.0,5.0,5.0,v,v,v,A great place to work!,"People focused, Customer focused, Great culture, Leading Products, Excellent and competitive compensation, Continuous learning opportunities, Global but Local, Community focused, Philanthropic organization, deeply involved in their focused industries, ethical, transparent, and a JOY to work for.","Early on there is a lot of learning to take on - Sage is committed to getting employees on-boarded and educated on all their policies, principles, and communication tools. This is great but added to all the new job you have and getting to know you new team etc. it can get a little overwhelming. That said, I'd rather suffer through a month of too much information then too little or none at all."
Sage,2021-01-22, QA Manager,"Current Employee, more than 3 years","Reading, England, England",5,5.0,5.0,5.0,5.0,5.0,5.0,v,v,v,Best Employer I've ever worked for,"Career Opportunities & D&I - Focused on doing the right thing and ensuring everyone is regularly offered and takes advantage of mandatory trained on critical topics such as Security, Quality, Diversity and Inclusion. Provide access to multiple online and webinar trainings to develop their People.
Technology - a huge variety of tech' and a driving movement towards Cloud offering yet more opportunities from Salesforce, .Net, C#, Java, JS, Angular, REST, API's, Selenium etc.
Comp' & Benefits - tangible bonus system that you have control over a proportion of making personal responsibility a key attribute of their employees. This sparks people on to giving their best. I could go on for days.
Culture and Values - Satisfaction surveys where actions is promptly taken. Sensible 
Senior Management - Switched on, smart, capable and care about their people (not resources). Fully recognise the value we all bring and are appreciative at every opportunity. Covid - absolutely outstanding in caring for staff health and wellbeing, avoided Furlough, protected jobs, considerate of everyone's situation and been fantastic with comm's, updates, flexibility and resources such as free Mindfulness app.
Work/Life Balance - Incredibly supportive of this with flexible hours, open conversations on concerns in this area and help always available from managers to juggle the Covid new world we live in. Additionally (unprompted) offered 3 additional wellbeing days off on top of annual leave to spend on caring for ourselves so we bring our best selves to work every day.

I've worked for many employers from start-ups to blue chip and rarely do I wax lyrical about how good an employer is, as I have high standards. Sage has regularly exceeded these in my 4 years here.",None that I can think of. Big company making big changes but somehow manage to have that small startup touch.
Sage,2020-10-16," Global Director of Health, Safety, Environment & Sustainability","Current Employee, less than 1 year","Reading, England, England",5,4.0,5.0,4.0,4.0,4.0,5.0,v,v,v,Awesome first 2 months,"Great onboarding process, everyone super helpful and wanting me to succeed.","Lots of introductions organised, IT equipment all sorted and worked first time, Team super supportive, Line Manager made a big effort to see me on my first day during Covid-19."
Sage,2021-04-07, Account Manager,"Former Employee, more than 1 year","Salford, North West England, England, England",4,3.0,5.0,5.0,3.0,4.0,2.0,x,v,r,Decent company with issues,Good culture. Colleagues really helpful,"Management pressured for results, this feeds down every level so staff always under pressure. Support is stretched and seems to have gotten worse."
Sage,2020-10-15, Technical Support Apprentice,"Current Employee, less than 1 year","Newcastle upon Tyne, England, England",5,5.0,5.0,5.0,5.0,5.0,5.0,v,v,v,Working at Sage,Sage is a really inclusive business and there are lots of opportunities for employees,I haven’t come across any negatives
Sage,2020-10-23, National Sales Director,"Current Employee, more than 8 years",Johannesburg,5,5.0,5.0,5.0,5.0,5.0,5.0,v,v,v,Putting employees first,During the lockdown Sage showed it true colours. They went above and beyond to accommodate the employees providing salary safety nets and reducing quotas for sales consultants. They provided equipment to ensure working from home 100 % and allowed colleagues to voice their opinion on daily surveys.,Working for a large corporate always comes with more red tape than a small business entity
Sage,2021-02-10, Anonymous Employee,"Current Employee, more than 5 years","London, England, England",5,3.0,5.0,1.0,5.0,2.0,5.0,v,v,v,The best is yet to come!,"people, customers, culture, potential growth",need to be clearer on social purpose and being a responsible business
Sage,2021-01-15, Account Executive,"Current Employee, more than 1 year","London, England, England",4,4.0,5.0,5.0,4.0,5.0,4.0,v,v,v,A pleasant company to represent,"A caring environment with genuine people within the business.
The rewards are great, the product is great and the culture is great.","Process change is not always been positive, upper management does change often."
Sage,2021-03-02, Financial Analyst,"Former Employee, more than 3 years","Newcastle, England, England",1,1.0,1.0,2.0,3.0,3.0,1.0,x,o,r,The Sage Group,Working for a FTSE company,The culture is to not treat people well
Sage,2021-01-19, Software Engineer,"Current Employee, less than 1 year","Sunnyvale, CA",4,4.0,4.0,4.0,3.0,3.0,3.0,v,v,v,Good Company,There is good Open Culture,Not much is there from Innovation perspective
Sage,2021-03-31, Software Test Engineer,"Current Employee, less than 1 year","Newcastle upon Tyne, England, England",5,5.0,5.0,5.0,5.0,5.0,5.0,v,v,v,No regrets - brilliant company,"CEO, Innovation, career progression, openness, caring about their employees",Laptop can be a little slow
Sage,2021-05-21, Customer Success Consultant,"Current Employee, less than 1 year","Ottawa, ON",5,5.0,5.0,5.0,5.0,5.0,5.0,v,v,v,Great culture and a positive place to work,"Salary is fantastic.
The Culture at Sage is like nothing i have experienced before, for such a big company, it feels very personal. 

The regular communication from both managers and colleagues is brilliant. You never feel alone and thanks to teams, it is easy to reach out to anybody!

Sage give their employees so many benefits - too many to list, but they are a great incentive and reward. 

Wellbeing - The Sage culture really promotes mental and physical wellbeing. Mental health is a big topic on a day to day basis. They really do look after you. 

Holiday entitlement - This is a great incentive to work for sage, you get all of your holiday days + bank holidays + 5x Sage foundation days and in 2021 3 x wellbeing days. It really is unheard of.","I can't think of anything that i would consider a con at this point in time.
Even starting Sage remotely has been a joy. There has been so much support. 

The colbalt office will prove a difficult commute though."
Sage,2020-10-01, Marketing Manager,"Current Employee, more than 10 years","Newcastle upon Tyne, England, England",5,5.0,5.0,5.0,5.0,5.0,5.0,v,v,v,An inspiring time to work at Sage,"Supporting the customer has been the main topic of every meeting since Covid-19 started affecting our customers and working at a company with that ethos. 
This culture makes it a great place to work. There has also been huge flexibility throughout the pandemic to support families and work life balance.",Strategy can flip flop sometimes.
Sage,2021-01-13, Graduate Product Manager,"Current Employee, less than 1 year","Newcastle upon Tyne, England, England",5,5.0,5.0,5.0,5.0,4.0,5.0,v,v,v,Best company I've ever worked for!,"- Lots of training available
- Managers are flexible and supportive
- Nice package of benefits
- Generous annual leave
- Adequate amount of working hours
- Experimentation is encouraged","- Basic Health Shield benefit could cover higher amounts of money
- Some dependency on the American team for Sage Intacct matters"
Sage,2021-05-10, Physical Security Technology Manager,Current Employee,"Reading, PA",3,3.0,1.0,3.0,2.0,2.0,2.0,x,r,r,sage,the place need some growth,Medical needs to be improved
Sage,2020-11-08, Anonymous Employee,"Current Employee, more than 8 years","Newcastle upon Tyne, England, England",2,2.0,1.0,2.0,3.0,3.0,1.0,x,v,x,Culture slowly going backwards,Lots of opportunities to learn if you want to push yourself. People are generous their time for the most part.,Very little value or respect shown. People are a commodity and expected to deliver when the company refuses to invest in the technology needed. Too many people are stressed and on the edge and they are scared of the consequences of looking vulnerable.
Sage,2021-05-14, Senior Project Manager,"Current Employee, less than 1 year",Lisbon,4,4.0,4.0,4.0,4.0,4.0,4.0,v,v,v,Great to be part of the innovation undergoing,Innovation culture; Friendly enviornment; Opportunity to make the difference,Heavy struture for decision taking
Sage,2021-02-17, Finance Business Partner,"Former Employee, more than 1 year","Atlanta, GA",2,3.0,3.0,3.0,2.0,2.0,2.0,v,v,r,Just OK,Good Physical Office Set Up,"UK based company but challenged with US operations, competition, growth challenges, and product feature/functionality challenges"
Sage,2020-10-19, Senior Solution Designer,"Current Employee, less than 1 year","Newcastle upon Tyne, England, England",5,5.0,5.0,5.0,4.0,3.0,5.0,v,v,v,"New job, new employer... what a difference!","The whole company is focused on Clients and Staff (Colleagues), but not just in its marketing and HR blurb, but in its actions!",I am struggling for a negative thing to say!
Sage,2021-02-10, Finance Director,"Current Employee, more than 3 years","London, England, England",5,5.0,5.0,5.0,5.0,5.0,5.0,v,v,v,great place to work,"flexible, great culture, does the right thing",Established ways of working which can be 'stuck'
Sage,2021-04-17, Technical Support,"Former Employee, less than 1 year","Newcastle upon Tyne, England, England",1,1.0,1.0,5.0,1.0,1.0,1.0,x,o,x,Technical Support,Nice cafe and food selection that's it,"Start to end one of the worst jobs I ever had, was initial mis sold the job as IT support technician upon starting training it was evident it was sage 50 accounts and would be supporting book keepers and accountants with the sage 50 software, something I've never been trained in and no desire to do."
Sage,2021-03-30, Senior Software Engineer,"Current Employee, more than 5 years",Johannesburg,4,5.0,5.0,5.0,3.0,4.0,4.0,v,v,v,Great company overall,Salary. Benefits. Work-life Balance. Full remote work. Flexible hours.,"An inconsistent experience working in different product teams. Some are amazing, while others leave much to be desired."
Sage,2020-10-16, Anonymous Employee,"Current Employee, more than 10 years",Paris,5,5.0,5.0,5.0,5.0,5.0,5.0,v,v,v,Sage has an amazing culture,"Culture, People, Autonomy, learning, growing, humble",I can't see any cons
Sage,2021-05-11, Sales Representative,"Current Employee, more than 3 years",Sydney,5,4.0,5.0,5.0,4.0,4.0,5.0,v,v,v,Great company with great people,Open and transparent culture with authentic leadership,Ambitious growth plans that require additional resources and investment
Sage,2021-03-26, Senior QA Engineer,"Current Employee, less than 1 year","Manchester, England, England",5,5.0,5.0,5.0,5.0,4.0,5.0,o,o,o,Great place to work !,Great work culture and work life balance is maintained. Started working remotely but onboarding process was so smooth and everyone was welcoming. Good opportunities if you want to learn something new.,Can't think of any yet.
Sage,2021-01-25, Head of Sales,"Current Employee, more than 5 years",Paris,4,4.0,4.0,4.0,3.0,4.0,3.0,v,v,v,Fantastic Company,"International Software Leader, Diversity and inclusion values.","Sometimes ""seniority"" slows down change"
Sage,2021-02-12, Anonymous Employee,"Current Employee, less than 1 year","Atlanta, GA",5,5.0,5.0,5.0,5.0,5.0,5.0,v,v,v,Great place to work,"- Structured, interactive and well thought out onboarding plan (delivered virtually due to Covid)
- All colleagues are engaging, welcoming and helpful which helped me settle into the business
- Great benefits package which you can tailor to suit your needs 
- Communication is great with frequent updates from leadership 
- Emphasis on health and wellbeing 
- Good work life balance",No cons yet - it seems to be my best career move to date!!
Sage,2021-01-10, QA Engineer,"Current Employee, more than 8 years",Sydney,4,3.0,4.0,4.0,3.0,4.0,2.0,v,o,r,A great place to work,Handled the pandemic with professionalism and care for both customers and employees,"Lack of resources, employees are overworked"
Sage,2021-05-17, Software Engineer,Former Employee,Thrissur,3,3.0,3.0,3.0,3.0,3.0,3.0,v,r,r,software development,good to work as a starter,not good to work as experirnced
Sage,2021-04-08, CloudOperations Engineer,"Current Employee, more than 1 year","Dublin, Dublin",4,4.0,5.0,5.0,3.0,3.0,4.0,v,v,v,Great flexibility and work environment,Great flexibility and work environment,"Very slow progressions. 
Salary needs improvement"
Sage,2021-05-13, Talent Acquisition,"Current Employee, more than 5 years","Newcastle, England, England",5,5.0,5.0,4.0,5.0,5.0,4.0,v,v,v,Great place to work!!,"Career Development and Opportunities
Amazing colleagues who will always provide you with support and guidance 
Benefits",Internal barriers slow things down from time to time
Sage,2021-01-01, Apprentice,"Current Employee, less than 1 year","London, England, England",5,5.0,5.0,5.0,5.0,5.0,5.0,v,v,v,Pretty good so far!,"Honestly loving it so far, joined in October and have been looked after really well, no criticisms just yet!","None - no criticism at all, it's been amazing on all fronts."
Sage,2021-05-24, Senior Project Manager,"Current Employee, less than 1 year","Manchester, England, England",5,5.0,5.0,5.0,5.0,5.0,5.0,v,v,v,Strong customer and colleague consideration whilst always paying attention to innovation,"Positive approach to delivery and strong collaboration, always with an eye on the customer journey and any benefits we can add",Sometimes there is an overlap of initiatives due to the diverse nature of the organisation
Sage,2021-05-26, Internal Success Administrator,"Current Employee, more than 5 years","London, England, England",5,4.0,4.0,4.0,5.0,4.0,4.0,v,v,v,It is my second family,"Flexible, focused on both customers and colleagues and full of opportunities",Could do with more fun activities together
Sage,2021-03-31, Technical/Automation Engineer,"Former Employee, more than 5 years","Pretoria, Gauteng, Gauteng",5,4.0,5.0,5.0,4.0,5.0,5.0,v,v,v,Sage - Great company to work for.,"Global exposure, lots of benefits (medical aid, bonus, paid leave etc) offered as part of package, great team environment and lots of charity opportunities to give back to the community.",Not much. A scheme to offer internal employees to relocate abroad would be wonderful.
Sage,2021-03-23, Workforce Specialist,"Current Employee, more than 10 years","Atlanta, GA",5,5.0,5.0,5.0,4.0,4.0,5.0,v,v,v,"Great company, great people, great benefits","Sage has the best colleagues, such diversity!",Sometimes the global aspect (hours) can get tough.
Sage,2020-10-15, Graduate Tester,"Current Employee, less than 1 year","Newcastle upon Tyne, England, England",5,4.0,5.0,5.0,5.0,5.0,5.0,v,v,v,Excellent Company,The company is very welcoming and they invest in you to be the best version of yourself,I have yet to run into any cons
Sage,2020-11-17, Technical Support Advisor,"Former Employee, more than 1 year","Newcastle upon Tyne, England, England",1,1.0,2.0,2.0,1.0,2.0,1.0,x,o,x,Terrible working environment and management,Some great people work there.,"Customer service staff are worked and treated like robots ('robots' is putting it politely) to meet ridiculous sales targets despite not working in a sales role and being in the middle of a global pandemic. 
It feels embarrassing pushing sales of products that customers do not need onto them , when they have called in for help and are telling you how worried they are about their businesses in the current climate. 
The pressure placed is immense with no regard for staff mental health, whilst there are regular 'Your Voice' surveys sent around no change is ever made. The voices of those working with the customer service roles go unheard, when plucking up the courage to speak to management every struggle is dismissed and rather than being supported you are viewed as a problem.
There has been no effort made at all within the customer service job to make things any better for people during the WFH period.
Sage was a much better place when the focus was on actually helping the customer rather than sales, leave that to the sales team."
Sage,2021-01-27, Sales Development Representative (SDR),"Current Employee, less than 1 year","Winnersh, England, England",5,5.0,5.0,5.0,5.0,5.0,5.0,v,r,r,Recruitment Process Amazing,Great support from every section. Even at the start the processes with the recruiting team was fantastic and ever so helpful.,Yet to be discovered still.
Sage,2020-12-07, Senior Payroll Consultant,Former Employee,Sandton,4,3.0,4.0,4.0,2.0,3.0,4.0,v,v,v,World Class International Company,"Organised, people oriented and a leading brand",No growth or career planning
Sage,2021-02-24, Account Manager,"Current Employee, more than 3 years","Atlanta, GA",3,2.0,3.0,4.0,1.0,1.0,2.0,o,o,o,Brief Overview,Positive work environment and positive people,Not much room for income growth at all
Sage,2020-10-11, Graduate Engineer,Current Employee,"Manchester, England, England",5,5.0,5.0,5.0,5.0,5.0,5.0,v,v,v,New Grad Joining Sage,"- Very welcoming, caring, and inclusive atmosphere
- Strive for innovation and doing the right thing
- The grad program is an amazing opportunity to start and develop your career and opens many doors and options with many amazing opportunities and roles within Sage across the world",I am yet to find one
Sainsbury-s,2020-11-10, Sales Assistant,"Current Employee, more than 3 years","Stockport, England, England",5,4.0,5.0,5.0,4.0,3.0,5.0,v,o,v,Good Employer,"Flexible hours, good pay light work",lots of standing not good for back
Sainsbury-s,2021-01-18, Delivery Driver,Current Employee,"Bath, England, England",4,3.0,3.0,5.0,3.0,4.0,2.0,v,o,r,Easy Money,"Driving, customer facing, good pay","Retail is hard, back holidays, physically demanding"
Sainsbury-s,2021-06-06, Retail Sales Associate,"Former Employee, less than 1 year","Bristol, England, England",4,3.0,3.0,3.0,3.0,3.0,3.0,v,o,r,pretty good,hours boring customers and cold,hours long sometimes but not always
Sainsbury-s,2021-04-02, Customer and Trading Manager,Current Employee,"London, England, England",4,1.0,3.0,3.0,4.0,4.0,4.0,v,o,v,Good place to work,You will meet some great people,Hard to get pay rise based on exp
Sainsbury-s,2021-01-17, Customer Assistant,"Former Employee, more than 1 year","Luton, East of England, England, England",5,5.0,5.0,5.0,5.0,5.0,4.0,v,o,r,Sainsburys,"Pay
Friendly people 
Gender equality among staff, even managers",Not much overtime / full-time contracts
Sainsbury-s,2021-01-27, Customer Service Advisor,"Former Employee, more than 1 year","Bolton, England, England",5,5.0,3.0,5.0,5.0,4.0,4.0,v,o,v,Steady Job,Pleasant staff and felt well looked after.,Can’t really think of any other than it being a slightly unspectacular role.
Sainsbury-s,2021-01-09, Shopkeeper,"Former Employee, less than 1 year","Lerwick, Scotland, Scotland",5,5.0,5.0,5.0,5.0,5.0,5.0,v,o,v,Review,Good staff environment in store,There isnt much to say to be honest
Sainsbury-s,2021-03-01, IT SDA,"Current Employee, more than 5 years","Birmingham, England, England",4,5.0,3.0,3.0,3.0,4.0,3.0,o,o,o,Working,Good salary and benefits from them,Its who you know not what you know
Sainsbury-s,2021-02-02, Trainer,"Current Employee, more than 1 year","Northampton, England, England",2,2.0,2.0,2.0,2.0,2.0,2.0,v,o,r,no review,good ambient good location good shifts,bad management no progress rude management
Sainsbury-s,2021-01-29, Customer Service Supervisor,Former Employee,"Hammersmith, England, England",3,1.0,2.0,2.0,1.0,2.0,1.0,x,o,r,Good to start with,get to know the regular customers always something to be done,not supportive or caring not understanding no opportunities' to learn or develop not enough trained staff
Sainsbury-s,2021-04-26, Trading Assistant,"Current Employee, more than 3 years","Billingshurst, England, England",4,3.0,3.0,3.0,5.0,5.0,3.0,v,o,v,...,"Good pay, easy job, get pay rises often","Repetitive work, throw away a lot of food"
Sainsbury-s,2021-02-02, Unemployed,Former Employee,"Wrexham, Wales, Wales",4,4.0,4.0,4.0,4.0,4.0,4.0,v,o,v,Great,Good team good environment happy people,Not enough hours for me
Sainsbury-s,2021-01-28, Customer Assistant,"Current Employee, more than 3 years","Huddersfield, England, England",4,4.0,4.0,4.0,2.0,2.0,2.0,v,o,v,Customer assistant,"Flexible
Student friendly
Great pay for what you do
Good work colleagues","Terrible management - no communication 
Breaks are not paid 
10% staff discount 
No fair career opportunities - all about who the management likes"
Sainsbury-s,2021-01-25, Food Services Assistant,"Former Employee, more than 1 year","Brighton, England, England",3,4.0,2.0,4.0,2.0,3.0,2.0,x,o,r,Good pay but too bureacratic,"Good pay and good benefits, a good amount of available overtime","Too bureaucratic, not very personal or enjoyable, too caught up in money and goals that we would not have enough staff but we were expected to achieve same deadlines"
Sainsbury-s,2021-05-11, Digital Designer,"Current Employee, more than 1 year","London, England, England",2,3.0,1.0,2.0,1.0,2.0,2.0,x,o,x,Don't value work force or individuals,Like to use the latest technologies and pivot quickly,"Don't value workers, will dispose of workers within a heartbeat. 4 major restructures in 5 years."
Sainsbury-s,2021-03-26, General Assistant,"Former Employee, less than 1 year","London, England, England",3,4.0,4.0,5.0,3.0,2.0,2.0,v,o,v,Decent retail role,"Good shifts and workload 
Work not difficult 
Colleagues great and helpful",Management showed lack of empathy
Sainsbury-s,2021-03-17, Customer Service Assistant,"Former Employee, more than 3 years","Edinburgh, Scotland, Scotland",3,1.0,1.0,1.0,1.0,1.0,1.0,x,o,o,Not good,Nothing it was horrible to be honest,"Everything, nasty management but sometimes nice"
